split,label,image_path,xmin,ymin,xmax,ymax,crop_path
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130839_jpg.rf.b052621a42b901f8404ec0f14049fb8b.jpg,98,186,298,333,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130839_jpg.rf.b052621a42b901f8404ec0f14049fb8b_82_175_314_344.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130839_jpg.rf.b5ae5b2706343aaea4d54aac965993a9.jpg,217,186,417,333,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130839_jpg.rf.b5ae5b2706343aaea4d54aac965993a9_201_175_433_344.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130846_jpg.rf.27f75e6903334072660ef758121f2147.jpg,62,207,268,336,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130846_jpg.rf.27f75e6903334072660ef758121f2147_46_197_284_346.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130846_jpg.rf.2bf2d56fa765db85166ca91525db10df.jpg,62,207,268,336,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130846_jpg.rf.2bf2d56fa765db85166ca91525db10df_46_197_284_346.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130846_jpg.rf.a22ba5780d0a8c8eb8e8b825db95bb2c.jpg,246,207,452,336,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130846_jpg.rf.a22ba5780d0a8c8eb8e8b825db95bb2c_230_197_468_346.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130851_jpg.rf.2a7bafdf2eba4d326b48ba1db784121f.jpg,200,202,381,320,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130851_jpg.rf.2a7bafdf2eba4d326b48ba1db784121f_186_193_395_329.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130851_jpg.rf.ca50eb1579540832e3c60f27e7f12850.jpg,134,202,315,320,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130851_jpg.rf.ca50eb1579540832e3c60f27e7f12850_120_193_329_329.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130851_jpg.rf.d7a585ae450df5f18549ce0c499d4491.jpg,200,202,381,320,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130851_jpg.rf.d7a585ae450df5f18549ce0c499d4491_186_193_395_329.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130855_jpg.rf.430f0ac206e20d6339d9fdc506cea09b.jpg,201,224,410,345,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130855_jpg.rf.430f0ac206e20d6339d9fdc506cea09b_185_215_426_354.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130855_jpg.rf.b88912d9d761dc31ea31c31f6f593ea6.jpg,104,224,313,345,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130855_jpg.rf.b88912d9d761dc31ea31c31f6f593ea6_88_215_329_354.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130855_jpg.rf.e072a510a1948da0ec11c5c4d41abb51.jpg,201,224,410,345,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130855_jpg.rf.e072a510a1948da0ec11c5c4d41abb51_185_215_426_354.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130859_jpg.rf.190427f93b38d1de43384628a03d5e1e.jpg,153,222,349,354,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130859_jpg.rf.190427f93b38d1de43384628a03d5e1e_138_212_364_364.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130859_jpg.rf.a9d4e3155184773a5679a3a76faea51d.jpg,165,222,361,354,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130859_jpg.rf.a9d4e3155184773a5679a3a76faea51d_150_212_376_364.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130859_jpg.rf.fbb4598779d8ea23e6585606328fe6c4.jpg,153,222,349,354,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130859_jpg.rf.fbb4598779d8ea23e6585606328fe6c4_138_212_364_364.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130909_jpg.rf.0a19c97d56319c64046ac1ed8b6f1785.jpg,249,237,335,298,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG20251127130909_jpg.rf.0a19c97d56319c64046ac1ed8b6f1785_243_233_341_302.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130909_jpg.rf.149cc17a459341b3abc21a6709df54a4.jpg,179,237,265,298,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG20251127130909_jpg.rf.149cc17a459341b3abc21a6709df54a4_173_233_271_302.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130909_jpg.rf.a17c28e827952898d29bc3168af92720.jpg,179,237,265,298,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG20251127130909_jpg.rf.a17c28e827952898d29bc3168af92720_173_233_271_302.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130914_jpg.rf.1060edd64abc3ebccff007a2c74e35bd.jpg,209,202,299,268,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG20251127130914_jpg.rf.1060edd64abc3ebccff007a2c74e35bd_202_197_306_273.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130914_jpg.rf.d539c9c67d2955504498e32eaa34fe82.jpg,209,202,299,268,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG20251127130914_jpg.rf.d539c9c67d2955504498e32eaa34fe82_202_197_306_273.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130914_jpg.rf.ecc58be2335438d7ea258f3886960634.jpg,215,202,305,268,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG20251127130914_jpg.rf.ecc58be2335438d7ea258f3886960634_208_197_312_273.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130916_jpg.rf.7a25f4e700dce916e0bfe52b34cf6368.jpg,196,264,276,321,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG20251127130916_jpg.rf.7a25f4e700dce916e0bfe52b34cf6368_190_260_282_325.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130916_jpg.rf.9c71fccd879e9f049bfe8f4ac27d95be.jpg,239,264,319,321,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG20251127130916_jpg.rf.9c71fccd879e9f049bfe8f4ac27d95be_233_260_325_325.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130916_jpg.rf.a6d87ea1af9b726188af6110c1bb6632.jpg,239,264,319,321,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG20251127130916_jpg.rf.a6d87ea1af9b726188af6110c1bb6632_233_260_325_325.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130924_jpg.rf.1d3273a6d2b5593023dc7b9bb8ef0fec.jpg,191,224,270,277,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130924_jpg.rf.1d3273a6d2b5593023dc7b9bb8ef0fec_185_220_276_281.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130924_jpg.rf.3223e4d89ba583eddc5dcacf8237fa34.jpg,245,224,324,277,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130924_jpg.rf.3223e4d89ba583eddc5dcacf8237fa34_239_220_330_281.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130924_jpg.rf.6bc0fba88094cf09a3786fb28e0a6e13.jpg,191,224,270,277,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130924_jpg.rf.6bc0fba88094cf09a3786fb28e0a6e13_185_220_276_281.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130927_jpg.rf.109329dc39d545e26429f97238aa3baa.jpg,143,212,221,268,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130927_jpg.rf.109329dc39d545e26429f97238aa3baa_137_208_227_272.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130927_jpg.rf.bc35669983bef966b2556400cca51d4f.jpg,143,212,221,268,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130927_jpg.rf.bc35669983bef966b2556400cca51d4f_137_208_227_272.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130927_jpg.rf.ed1c0e53fd134e1c10e582fea4ed02e8.jpg,143,212,221,268,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130927_jpg.rf.ed1c0e53fd134e1c10e582fea4ed02e8_137_208_227_272.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130930_jpg.rf.c91473d0a5093274aff03bc395ddf7d7.jpg,257,227,337,290,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130930_jpg.rf.c91473d0a5093274aff03bc395ddf7d7_251_222_343_295.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130930_jpg.rf.d5ac9d2f722ae6629cb15d65bc832ea2.jpg,177,227,257,290,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130930_jpg.rf.d5ac9d2f722ae6629cb15d65bc832ea2_171_222_263_295.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130930_jpg.rf.e43d2d16e576a996a6076edde3ad0c42.jpg,177,227,257,290,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130930_jpg.rf.e43d2d16e576a996a6076edde3ad0c42_171_222_263_295.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130935_jpg.rf.2b91b80d429620aeeae941ac90f5c0a7.jpg,134,222,212,279,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130935_jpg.rf.2b91b80d429620aeeae941ac90f5c0a7_128_218_218_283.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130935_jpg.rf.40e2df56da419cd3d27c7b5fbdce49d4.jpg,134,222,212,279,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130935_jpg.rf.40e2df56da419cd3d27c7b5fbdce49d4_128_218_218_283.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG20251127130935_jpg.rf.cde6ed093d648b47203d00ad93405a91.jpg,302,222,380,279,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG20251127130935_jpg.rf.cde6ed093d648b47203d00ad93405a91_296_218_386_283.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120113_jpg.rf.186d1d0dd1be5c6529aee906f64a33fd.jpg,104,187,457,304,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120113_jpg.rf.186d1d0dd1be5c6529aee906f64a33fd_76_178_485_313.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120113_jpg.rf.5d7ba51a5b69143f5be50add81e434fb.jpg,104,187,457,304,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120113_jpg.rf.5d7ba51a5b69143f5be50add81e434fb_76_178_485_313.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120113_jpg.rf.d17d6bf3304f5671b8d41b0a53a74de6.jpg,57,187,410,304,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120113_jpg.rf.d17d6bf3304f5671b8d41b0a53a74de6_29_178_438_313.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120120_jpg.rf.0d0788ee162429db8096a4975e0b20e8.jpg,30,187,451,371,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251121_120120_jpg.rf.0d0788ee162429db8096a4975e0b20e8_0_173_484_385.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120120_jpg.rf.c5b5cecab93816ff8cccfc137219930a.jpg,30,187,451,371,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251121_120120_jpg.rf.c5b5cecab93816ff8cccfc137219930a_0_173_484_385.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120120_jpg.rf.f64da9d4e11b05dcfc6e0f0dd061af75.jpg,30,187,451,371,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251121_120120_jpg.rf.f64da9d4e11b05dcfc6e0f0dd061af75_0_173_484_385.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120220_jpg.rf.9808bd7ac68e88c1af34fb8337081110.jpg,189,296,298,346,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120220_jpg.rf.9808bd7ac68e88c1af34fb8337081110_181_292_306_350.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120220_jpg.rf.c34d99782961357a2dff911b6e58e3c2.jpg,216,296,325,346,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120220_jpg.rf.c34d99782961357a2dff911b6e58e3c2_208_292_333_350.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120220_jpg.rf.d254c4ed855dd62adecf93559492711a.jpg,216,296,325,346,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120220_jpg.rf.d254c4ed855dd62adecf93559492711a_208_292_333_350.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120225_jpg.rf.091bbd6e3bf23bacafc39bb415666054.jpg,175,296,329,368,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251121_120225_jpg.rf.091bbd6e3bf23bacafc39bb415666054_163_291_341_373.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120225_jpg.rf.3226f60013c61d6dbdf26f7d558387c7.jpg,185,296,339,368,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251121_120225_jpg.rf.3226f60013c61d6dbdf26f7d558387c7_173_291_351_373.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120225_jpg.rf.3bc0038ac2c7b1113a3863d8fe471b52.jpg,185,296,339,368,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251121_120225_jpg.rf.3bc0038ac2c7b1113a3863d8fe471b52_173_291_351_373.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120615_jpg.rf.7b28f7facbab2cfa6db036bd6f4c7d59.jpg,99,216,386,329,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120615_jpg.rf.7b28f7facbab2cfa6db036bd6f4c7d59_77_207_408_338.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120615_jpg.rf.e66a3e5c008dfdbcbe3ba82d786628a3.jpg,99,216,386,329,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120615_jpg.rf.e66a3e5c008dfdbcbe3ba82d786628a3_77_207_408_338.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120615_jpg.rf.faa94e80cdfedd88d31def91934bb66d.jpg,128,216,415,329,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120615_jpg.rf.faa94e80cdfedd88d31def91934bb66d_106_207_437_338.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120625_jpg.rf.45da611f381dfa03e06659788385e79f.jpg,13,184,443,341,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120625_jpg.rf.45da611f381dfa03e06659788385e79f_0_172_477_353.jpg
